"","Identifiant","Date (AAAA/MM/JJ)","Heure","Intensité épicentrale","Qualité intensité épicentrale","Nom","Région épicentrale","Choc"
"","200006","1928/02/07","23 h","5","A","PAYS D'AJACCIO (CAURO)","CORSE",""
"","1110275","1928/03/20","18 h 37 min","4.5","C","BREISGAU (FREIBURG)","ALLEMAGNE","GROUPE DE SECOUSSES D UN ESSAIM"
"","40080","1928/06/01","19 h 12 min","4","B","MOYENNE-DURANCE (MANOSQUE)","ALPES PROVENCALES",""
"","490072","1928/06/24","0 h 50 min","5","B","MAUGES (BEAUPREAU)","ANJOU",""
"","650304","1928/08/21","23 h 40 min 11 sec","5","A","BIGORRE (CADEAC)","PYRENEES CENTRALES",""
"","650306","1928/08/30","20 h 2 min","4.5","B","BIGORRE (ASPIN-AURE)","PYRENEES CENTRALES",""
"","1130274","1928/09/03","3 h 10 min","3","I","PIEMONT (CUNEO)","ITALIE",""
"","1120269","1928/09/24","2 h 16 min","3.5","I","JURA SUISSE (BALE)","SUISSE",""
"","1130275","1928/12/11","11 h 47 min","3","B","PIEMONT (CUNEO)","ITALIE",""
"","1150022","1928/12/23","18 h 4 min","5","C","JERSEY","ILES ANGLO-NORMANDES",""
"","220022","1928/12/23","22 h","5","I","TREGOR (TREGUIER)","BRETAGNE",""
"","790017","1928/12/27","21 h","4.5","C","PLAINES DU HAUT-POITOU (AIRVAULT)","POITOU",""
"","1120025","1928/12/30","16 h 34 min","5","B","BAS-VALAIS (CHAMPERY)","SUISSE",""
"","560025","1929/01/03","4 h 10 min","5","C","PLATEAUX BRETONS (JOSSELIN)","BRETAGNE",""
"","860026","1929/01/04","21 h 20 min","4.5","A","PLAINES DU HAUT-POITOU (LA GRIMAUDIERE)","POITOU",""
"","1130276","1929/01/17","5 h 10 min","3","I","RIVIERA DI PONENTE (SAVONA)","ITALIE",""
"","860027","1929/01/27","2 h","4","C","CHATELLERAUDAIS (BONNEUIL-MATOURS)","POITOU",""
"","1130277","1929/02/12","4 h 40 min","4","I","PIEMONT (VIU)","ITALIE",""
"","180025","1929/02/26","0 h 20 min","3.5","I","BERRY (BOURGES)","BERRY",""
"","1120085","1929/02/28","1 h 43 min 52 sec","4.5","C","PLATEAU SUISSE (YVERDON)","SUISSE","PRECURSEUR"
"","1120086","1929/03/01","10 h 32 min 17 sec","6.5","B","PLATEAU SUISSE (YVERDON)","SUISSE",""
"","640308","1929/03/24","","4.5","I","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","1130279","1929/04/22","9 h 56 min","2","I","PIEMONT (OROPA)","ITALIE",""
"","1130280","1929/05/03","3 h","4","I","PIEMONT (VIU)","ITALIE",""
"","440043","1929/05/29","18 h 56 min","3","B","PAYS DE NANTES (CARQUEFOU)","PAYS NANTAIS ET VENDEEN",""
"","1130281","1929/06/14","13 h 30 min","4","C","PIEMONT (CUNEO)","ITALIE",""
"","1130282","1929/06/23","7 h 56 min","3.5","I","RIVIERA DI PONENTE (IMPERIA)","ITALIE",""
"","500039","1929/06/26","15 h 20 min","4","C","BOCAGE NORMAND (ANNOVILLE)","NORMANDIE",""
"","500038","1929/06/26","1 h","3","I","BOCAGE NORMAND (ANNOVILLE)","NORMANDIE","PRECURSEUR"
"","500040","1929/06/26","23 h 50 min","3","I","BOCAGE NORMAND (LESSAY)","NORMANDIE",""
"","1130284","1929/09/17","20 h 25 min","4","C","PIEMONT (VIU)","ITALIE",""
"","560026","1929/10/29","0 h 38 min","5","B","VANNETAIS (E. VANNES)","BRETAGNE",""
"","650308","1929/12/01","23 h 48 min 16 sec","4","C","BIGORRE (LOURDES)","PYRENEES CENTRALES",""
"","650309","1929/12/02","5 h 58 min","4","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","1130285","1929/12/09","16 h 30 min","4","I","PIEMONT (VIU)","ITALIE",""
"","650312","1929/12/12","5 h 56 min 28 sec","5","C","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","650311","1929/12/12","0 h 5 min","4","I","LAVEDAN (LAU-BALAGNAS)","PYRENEES CENTRALES",""
"","650314","1929/12/12","13 h","4","I","LAVEDAN (ARRENS-MARSOUS)","PYRENEES CENTRALES",""
"","1130073","1930/01/05","12 h 14 min","4","A","RIVIERA DI PONENTE (TAGGIA)","ITALIE",""
"","1130286","1930/01/07","12 h","3","I","PIEMONT (CUNEO)","ITALIE",""
"","560027","1930/01/09","19 h 38 min 17 sec","7","A","LANDES DE LANVAUX (MEUCON)","BRETAGNE",""
"","560028","1930/01/10","2 h","4","C","LANDES DE LANVAUX (MEUCON)","BRETAGNE","REPLIQUE"
"","560058","1930/01/10","17 h","2.5","I","LANDES DE LANVAUX (MEUCON)","BRETAGNE","REPLIQUE"
"","560046","1930/01/18","21 h 30 min","3","I","LANDES DE LANVAUX (TREDION)","BRETAGNE",""
"","1130287","1930/02/05","12 h 40 min","4","I","PIEMONT (VIU)","ITALIE",""
"","200007","1930/02/08","1 h","5.5","C","CASTAGNICCIA (PENTA-AQUATELLA)","CORSE",""
"","260109","1930/02/09","2 h","4","C","BARONNIES (STE-JALLE)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","650316","1930/02/22","7 h 29 min 17 sec","4","B","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","340018","1930/04/11","12 h 30 min","4","C","VALLEE DE L'ORB (ST-PONS)","LANGUEDOC",""
"","90018","1930/05/03","15 h 52 min 48 sec","4","B","PLANTAUREL (BENAC)","PYRENEES CENTRALES",""
"","90019","1930/05/05","17 h","5","I","COUSERANS (LES CABANNES)","PYRENEES CENTRALES","REPLIQUE"
"","650317","1930/06/28","2 h 13 min 50 sec","5","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","730160","1930/07/04","21 h 6 min 43 sec","5.5","K","VANOISE (S-E. ST-JEAN-DE-BELLEVILLE)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM"
"","500041","1930/07/09","22 h 45 min","4","C","COTENTIN (ST-PIERRE-EGLISE ?)","NORMANDIE",""
"","1130288","1930/07/22","10 h 28 min","4","B","PIEMONT (IVREA)","ITALIE",""
"","1130289","1930/08/01","0 h 20 min","3","C","PIEMONT (PINEROLO)","ITALIE",""
"","1130290","1930/08/16","20 h 58 min","3","C","PIEMONT (OROPA)","ITALIE",""
"","530011","1930/08/26","4 h 10 min","5","B","COLLINES NORMANDES (LA FERRIERE-AUX-ETANGS)","NORMANDIE",""
"","1130292","1930/08/30","21 h 35 min","5","C","PIEMONT (CONDOVE)","ITALIE",""
"","650318","1930/09/22","5 h 54 min 19 sec","3.5","C","BIGORRE (W. CAMPAN)","PYRENEES CENTRALES",""
"","650320","1930/09/26","18 h 50 min","5","I","BIGORRE (BANIOS)","PYRENEES CENTRALES",""
"","650322","1930/10/02","8 h 37 min","3","I","BIGORRE (SEGUS)","PYRENEES CENTRALES",""
"","650323","1930/10/04","17 h 8 min 13 sec","5","B","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",""
"","1110068","1930/10/07","23 h 27 min 13 sec","7","C","ALPES BAVAROISES (NAMLOS)","AUTRICHE",""
"","650324","1930/10/13","18 h 45 min 13 sec","6","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","1110018","1930/10/15","22 h 19 min 6 sec","4.5","B","FORET NOIRE (KANDERN)","ALLEMAGNE",""
"","500042","1930/11/11","18 h 27 min","4.5","E","MANCHE (S-E. JERSEY)","ILES ANGLO-NORMANDES",""
"","500043","1930/11/11","18 h 43 min","3.5","E","MANCHE (S-E. JERSEY)","ILES ANGLO-NORMANDES","REPLIQUE"
"","650329","1930/11/14","18 h","2","B","BIGORRE (LOURDES)","PYRENEES CENTRALES",""
"","650328","1930/11/14","11 h 30 min","2","I","LAVEDAN (SALLES)","PYRENEES CENTRALES",""
"","650326","1930/11/14","6 h","2","I","LAVEDAN (AUCUN)","PYRENEES CENTRALES",""
"","650330","1930/11/14","19 h","3","C","BIGORRE (E. BAGNERES)","PYRENEES CENTRALES",""
"","650327","1930/11/14","8 h 22 min","3","I","BIGORRE (CHEUST)","PYRENEES CENTRALES",""
"","650325","1930/11/14","2 h 23 min 21 sec","2","I","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","1150023","1930/11/16","15 h 53 min","5","C","JERSEY","ILES ANGLO-NORMANDES",""
"","250014","1930/12/20","17 h 30 min","3.5","I","AVANT-PAYS JURASSIEN (HERIMONCOURT)","FRANCHE-COMTE",""
"","250015","1930/12/23","2 h","2","I","AVANT-PAYS JURASSIEN (HERIMONCOURT)","FRANCHE-COMTE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","250019","1931/01/11","20 h 20 min","4","I","AVANT-PAYS JURASSIEN (HERIMONCOURT)","FRANCHE-COMTE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","250017","1931/01/11","16 h 45 min","4","B","AVANT-PAYS JURASSIEN (HERIMONCOURT)","FRANCHE-COMTE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","250018","1931/01/11","19 h","3","I","AVANT-PAYS JURASSIEN (HERIMONCOURT)","FRANCHE-COMTE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1130293","1931/01/13","4 h 20 min","4","C","PIEMONT (FOSSANO)","ITALIE",""
"","1130294","1931/02/09","3 h 15 min","2.5","I","PIEMONT (VIU)","ITALIE",""
"","1150094","1931/03/19","23 h 30 min","3.5","C","JERSEY","ILES ANGLO-NORMANDES",""
"","650331","1931/04/04","21 h 20 min 17 sec","4","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","370017","1931/04/15","21 h 5 min","3","B","CHINONAIS (CHINON)","TOURAINE",""
"","650332","1931/04/15","2 h 15 min 11 sec","4","C","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","490088","1931/05/03","14 h 25 min","3","I","VAL D'ANJOU (ANGERS)","ANJOU",""
"","1150008","1931/06/07","0 h 25 min 1 sec","7","E","MER DU NORD (DOGGER BANK)","GRANDE-BRETAGNE",""
"","170108","1931/06/10","20 h 0 min","4","B","MARAIS POITEVIN (MARANS)","CHARENTES",""
"","380048","1931/09/11","22 h 30 min","4","B","CHARTREUSE (E. ST-LAURENT-DU-PONT)","DAUPHINE",""
"","1130295","1931/09/14","7 h 15 min","3","I","PIEMONT (RIVA)","ITALIE",""
"","650334","1931/09/24","19 h 54 min","3.5","B","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","1130297","1931/11/16","16 h 45 min","4","C","RIVIERA DI PONENTE (LOANO)","ITALIE",""
"","650335","1931/11/23","17 h 55 min 11 sec","4","B","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",""
"","1130298","1932/01/17","2 h 50 min","3","I","PIEMONT (FENESTRELLE)","ITALIE","GROUPE DE SECOUSSES D UN ESSAIM"
"","50041","1932/01/19","21 h 29 min","5.5","C","QUEYRAS (CEILLAC)","ALPES DAUPHINOISES",""
"","560029","1932/02/07","3 h 25 min","5","B","PLATEAUX BRETONS (JOSSELIN)","BRETAGNE",""
"","740076","1932/02/17","3 h 5 min","3","I","MASSIF DU MONT-BLANC (VALLORCINE)","ALPES SAVOYARDES",""
"","1130299","1932/04/09","11 h","4","I","PIEMONT (VIU)","ITALIE",""
"","830006","1932/05/01","3 h 42 min","6","E","MEDITERRANEE (S. MARSEILLE)","PROVENCE",""
"","1130300","1932/05/06","6 h","4","I","PIEMONT (VIU)","ITALIE",""
"","1120270","1932/07/01","2 h 14 min 40 sec","5.5","B","JURA SUISSE (ST-URSANNE)","SUISSE",""
"","650337","1932/11/14","23 h 5 min","4","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","440044","1932/11/14","19 h","4","B","ESTUAIRE DE LA LOIRE (INDRE)","PAYS NANTAIS ET VENDEEN",""
"","440045","1932/11/22","19 h","4","B","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",""
"","1130301","1932/11/29","7 h 55 min","2","I","PIEMONT (FENESTRELLE)","ITALIE",""
"","650338","1932/12/22","14 h 2 min","3.5","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","660074","1932/12/23","15 h","4","B","FENOUILLEDES (LE VIVIER)","PYRENEES ORIENTALES","GROUPE DE SECOUSSES D UN ESSAIM"
"","650339","1933/01/04","23 h 43 min 43 sec","4","B","BIGORRE (LABASSERE)","PYRENEES CENTRALES",""
"","650340","1933/01/06","6 h 19 min 30 sec","4","B","BIGORRE (MERILHEU)","PYRENEES CENTRALES",""
"","480008","1933/01/19","21 h","4.5","B","AUBRAC (NASBINALS)","CEVENNES",""
"","480009","1933/01/29","20 h 45 min","4.5","B","AUBRAC (NASBINALS)","CEVENNES","REPLIQUE"
"","650341","1933/02/05","18 h 9 min 26 sec","4","B","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",""
"","1130303","1933/02/05","4 h 30 min","4","I","PIEMONT (VIU)","ITALIE",""
"","1110069","1933/02/08","7 h 7 min 17 sec","7","B","VALLEE DU RHIN (RASTATT)","ALLEMAGNE",""
"","1110070","1933/02/21","15 h 45 min 49 sec","6","E","JURA SOUABE (PFEFFINGEN ?)","ALLEMAGNE",""
"","1130304","1933/03/01","20 h 15 min","3","I","PIEMONT (VIU)","ITALIE",""
"","1100073","1933/03/05","5 h 28 min","4","I","HAINAUT (MONS)","BELGIQUE",""
"","40081","1933/03/13","16 h 42 min","5","C","MOYENNE-DURANCE (SISTERON)","ALPES PROVENCALES",""
"","1100074","1933/03/21","17 h 5 min","3.5","I","BRABANT (ENGHIEN)","BELGIQUE",""
"","1100075","1933/03/23","18 h 48 min","5","C","FLANDRES (DIXMUDE)","BELGIQUE",""
"","1150024","1933/04/12","14 h 30 min 17 sec","4.5","B","JERSEY","ILES ANGLO-NORMANDES",""
"","1150118","1933/04/23","4 h","5","C","KENT (CANTERBURY)","GRANDE-BRETAGNE",""
"","230011","1933/07/03","22 h 10 min","4","B","HAUTE-MARCHE (NOUZERINES)","LIMOUSIN",""
"","440046","1933/07/06","19 h 27 min","4","B","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",""
"","360019","1933/07/06","21 h 10 min","5.5","B","MARCHE-BOISCHAUT (STE-SEVERE-SUR-INDRE)","BERRY",""
"","630066","1933/08/03","8 h 33 min 32 sec","5","B","COMBRAILLE (PIONSAT)","AUVERGNE",""
"","1120271","1933/08/12","9 h 56 min 58 sec","6.5","B","PLATEAU SUISSE (MOUDON)","SUISSE",""
"","40082","1933/09/19","3 h 46 min","6.5","A","UBAYE (LE LAUZET)","ALPES PROVENCALES",""
"","790019","1933/09/20","18 h 50 min","4.5","B","GATINE (LA CHAPELLE-SAINT-LAURENT)","POITOU",""
"","40084","1933/09/21","21 h","4","B","UBAYE (LE LAUZET)","ALPES PROVENCALES","REPLIQUE"
"","1130305","1933/09/25","0 h 55 min","5","C","PIEMONT (BIELLA)","ITALIE",""
"","450009","1933/10/03","7 h 54 min 20 sec","6","A","VAL DE LOIRE (TIGY)","ORLEANAIS-BLESOIS-PAYS CHARTRAIN",""
"","650342","1933/10/22","5 h 40 min 34 sec","3","B","LAVEDAN (ESTAING)","PYRENEES CENTRALES",""
"","1130306","1933/10/24","22 h 30 min","2","I","PIEMONT (MONDOVI)","ITALIE",""
"","1130138","1933/10/25","2 h 26 min","4","C","PIEMONT (S-E. VALDIERI)","ITALIE",""
"","380049","1933/11/07","9 h 48 min 40 sec","4.5","B","BELLEDONNE (CHAMPAGNIER)","DAUPHINE",""
"","650343","1933/11/29","14 h 54 min 32 sec","4","C","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",""
"","640311","1934/01/01","4 h 54 min","5","A","PAYS BASQUE (N. ISPOURE)","PYRENEES OCCIDENTALES",""
"","650344","1934/02/03","1 h 53 min 12 sec","5","E","BIGORRE (PIC DU MIDI)","PYRENEES CENTRALES",""
"","1130308","1934/02/24","5 h 27 min","3","I","PIEMONT (VALDIERI)","ITALIE",""
"","1130309","1934/04/11","20 h","4","C","PIEMONT (NOVARA)","ITALIE",""
"","260115","1934/05/01","2 h 14 min","5","B","TRICASTIN (MALATAVERNE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","650345","1934/05/07","4 h 35 min 30 sec","4","B","LAVEDAN (W. ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","260116","1934/05/10","10 h 30 min","4","B","TRICASTIN (VALAURIE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260120","1934/05/11","22 h","6","B","TRICASTIN (ROUSSAS)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260121","1934/05/11","22 h 15 min","5","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260118","1934/05/11","13 h 40 min","5","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260177","1934/05/12","3 h 30 min","5","C","TRICASTIN (DONZERE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260122","1934/05/12","8 h 21 min 16 sec","7","A","TRICASTIN (VALAURIE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260186","1934/05/12","2 h","5","C","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260123","1934/05/13","18 h 25 min","5","C","TRICASTIN (LA GARDE-ADHEMAR)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260124","1934/05/14","3 h 25 min","5","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260126","1934/05/16","3 h 52 min 14 sec","6","A","TRICASTIN (VALAURIE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260127","1934/05/16","4 h 30 min 47 sec","6","C","TRICASTIN (BOUCHET)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1130310","1934/05/22","2 h 11 min","3","C","RIVIERA DI LEVANTE (CHIAVARI)","ITALIE",""
"","260134","1934/05/24","18 h 55 min","4","C","TRICASTIN (DONZERE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260138","1934/06/24","9 h 25 min","6","A","TRICASTIN (VALAURIE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1110073","1934/07/01","18 h 17 min 50 sec","5","B","OUTRE-FORET (SELTZ)","ALSACE",""
"","1130311","1934/07/06","17 h 15 min","5","C","RIVIERA DI LEVANTE (CHIAVARI)","ITALIE",""
"","1110196","1934/07/09","3 h 1 min","5","B","FORET NOIRE (EMMENDINGEN)","ALLEMAGNE",""
"","260140","1934/07/14","5 h 45 min","5","C","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","670088","1934/08/09","22 h 56 min 45 sec","4","B","PLAINE DE BASSE-ALSACE (BOOFZHEIM)","ALSACE",""
"","260183","1934/08/17","2 h","2.5","I","TRICASTIN (MALATAVERNE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","50042","1934/08/23","4 h","4","I","QUEYRAS (GUILLESTRE)","ALPES DAUPHINOISES",""
"","670089","1934/09/12","20 h 50 min 57 sec","5","A","PLAINE DE BASSE-ALSACE (ERSTEIN)","ALSACE",""
"","670090","1934/09/21","19 h 50 min","3.5","C","PLAINE DE BASSE-ALSACE (FRIESENHEIM)","ALSACE",""
"","1130312","1934/10/03","20 h 45 min","3.5","I","PIEMONT (CUNEO)","ITALIE",""
"","640500","1934/10/06","23 h 45 min","3.5","I","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",""
"","260142","1934/12/09","17 h 40 min","6","C","TRICASTIN (VALAURIE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","130072","1934/12/23","5 h 30 min","4.5","A","CRAU (SALON-DE-PROVENCE)","PROVENCE",""
"","650346","1935/01/02","0 h 6 min 5 sec","3","B","BIGORRE (CAMPAN)","PYRENEES CENTRALES",""
"","1130074","1935/02/19","0 h 1 min 6 sec","5","B","PIEMONT (DEMONTE)","ITALIE",""
"","680077","1935/03/04","5 h","4","B","PLAINE DE HAUTE-ALSACE (PFASTATT)","ALSACE",""
"","50043","1935/03/19","7 h 27 min 17 sec","7","A","EMBRUNAIS (ST-CLEMENT)","ALPES DAUPHINOISES",""
"","740077","1935/03/23","5 h","2.5","B","CHABLAIS (FETERNES)","ALPES SAVOYARDES",""
"","740078","1935/03/27","4 h 45 min 48 sec","5","C","AVANT-PAYS SAVOYARD (N-W. EVIAN-LES-BAINS)","ALPES SAVOYARDES",""
"","840075","1935/03/27","13 h 30 min","4.5","B","COMTAT (SAUMANE-DE-VAUCLUSE)","VAUCLUSE",""
"","1130313","1935/04/05","23 h 15 min","5","C","PIEMONT (GRESSONEY)","ITALIE",""
"","670092","1935/05/16","3 h 0 min 28 sec","4","B","PLAINE DE BASSE-ALSACE (ERSTEIN)","ALSACE","PRECURSEUR"
"","670093","1935/05/16","4 h 34 min 21 sec","5","B","PLAINE DE BASSE-ALSACE (ERSTEIN)","ALSACE",""
"","670094","1935/05/20","11 h 40 min 48 sec","4","C","VOSGES ALSACIENNES (VILLE ?)","ALSACE",""
"","850045","1935/05/20","21 h 30 min","4","B","PERTUIS BRETON (N. ST-MARTIN-DE-RE)","CHARENTES",""
"","640312","1935/06/16","5 h 55 min","3.5","I","OSSAU (SEVIGNACQ-MEYRACQ)","PYRENEES OCCIDENTALES",""
"","130073","1935/06/20","22 h 55 min","4","B","TREVARESSE (LAMBESC)","PROVENCE",""
"","1110074","1935/06/27","17 h 19 min 30 sec","7.5","C","JURA SOUABE (KAPPEL)","ALLEMAGNE",""
"","160007","1935/07/18","13 h 15 min","5","B","ANGOUMOIS (CELLETTES)","CHARENTES",""
"","160008","1935/07/20","19 h","4","B","ANGOUMOIS (ST-AMAND-DE-BOIXE)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1130314","1935/07/31","8 h 16 min","4","C","ALPES PENNINES (MONT-ROSE)","ITALIE",""
"","160009","1935/08/09","3 h","4.5","C","ANGOUMOIS (AGRIS)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","630067","1935/08/14","12 h 59 min","5","A","LIMAGNE (PONT-DU-CHATEAU)","AUVERGNE",""
"","160011","1935/08/19","18 h 32 min","5.5","B","ANGOUMOIS (ST-GENIS-HIERSAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160012","1935/09/28","16 h 17 min 50 sec","7","A","ANGOUMOIS (ROUILLAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","640313","1935/09/28","6 h 30 min","4","B","OSSAU (BIELLE)","PYRENEES OCCIDENTALES",""
"","160013","1935/09/28","21 h 35 min","4","E","ANGOUMOIS (ST-AMAND-DE-BOIXE)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160016","1935/09/29","16 h 45 min","5","B","ANGOUMOIS (VILLEJESUS)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","40086","1935/09/29","6 h 30 min","5.5","B","PREALPES DE DIGNE (LA JAVIE)","ALPES PROVENCALES",""
"","260143","1935/10/06","3 h 45 min","2","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160019","1935/10/15","23 h 45 min","5","B","ANGOUMOIS (MARCILLAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","640314","1935/10/19","8 h 25 min","5","A","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","160020","1935/10/20","22 h 37 min","5","B","ANGOUMOIS (ST-GENIS-HIERSAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160021","1935/10/29","6 h 45 min","4","I","ANGOUMOIS (MONS)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160023","1935/11/14","5 h 37 min","5","A","ANGOUMOIS (ST-GENIS-HIERSAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160022","1935/11/14","5 h","3.5","I","ANGOUMOIS (ANGOULEME)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160025","1935/11/20","22 h","3","C","ANGOUMOIS (HIERSAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160026","1935/11/22","2 h 30 min","3","C","ANGOUMOIS (HIERSAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","160027","1935/12/18","11 h","4","I","ANGOUMOIS (CHASSENEUIL-SUR-BONNIEURE)","CHARENTES",""
"","160028","1935/12/18","11 h 20 min","4","I","ANGOUMOIS (AIGRE)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260144","1935/12/19","20 h 30 min","5","A","TRICASTIN (VALAURIE)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","1110075","1935/12/30","3 h 7 min","6","E","VALLEE DU RHIN (OFFENBURG)","ALLEMAGNE","PRECURSEUR"
"","1110076","1935/12/30","3 h 36 min","7","K","VALLEE DU RHIN (OFFENBURG)","ALLEMAGNE",""
"","850032","1936/01/10","10 h 50 min","4","C","ILE D'YEU","PAYS NANTAIS ET VENDEEN","GROUPE DE SECOUSSES D UN ESSAIM"
"","260147","1936/01/11","4 h 40 min 47 sec","5","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","850033","1936/01/13","13 h","4","B","BOCAGE VENDEEN (BOURNEZEAU)","PAYS NANTAIS ET VENDEEN",""
"","160029","1936/01/17","0 h 14 min","5","B","ANGOUMOIS (ROUILLAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","30018","1936/01/29","12 h 35 min","5","B","COMBRAILLE (COMMENTRY)","BOURBONNAIS",""
"","380050","1936/01/30","18 h 45 min","5.5","B","BELLEDONNE (URIAGE)","DAUPHINE",""
"","640315","1936/02/04","7 h 53 min","4","A","OSSAU (ARUDY)","PYRENEES OCCIDENTALES",""
"","230014","1936/02/05","14 h 28 min","3.5","C","HAUTE-MARCHE (ST-MARIEN)","LIMOUSIN","GROUPE DE SECOUSSES D UN ESSAIM"
"","260150","1936/02/13","5 h 14 min","6","A","TRICASTIN (LA GARDE-ADHEMAR)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260151","1936/02/13","10 h 10 min","4","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","260153","1936/02/16","","4","B","TRICASTIN (GRANGES-GONTARDES)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","500046","1936/02/20","5 h 5 min","4","C","MANCHE (N-W.CHERBOURG)","NORMANDIE",""
"","160037","1936/02/26","17 h 58 min","4.5","B","ANGOUMOIS (ROUILLAC)","CHARENTES","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","850046","1936/03/03","5 h","3","I","COTE VENDEENNE (ST-GILLES-CROIX-DE-VIE)","PAYS NANTAIS ET VENDEEN",""
