"","Identifiant","Date (AAAA/MM/JJ)","Heure","Intensité épicentrale","Qualité intensité épicentrale","Nom","Région épicentrale","Choc"
"","170122","1829/11/27","15 h 40 min","4","I","PERTUIS D'ANTIOCHE","CHARENTES","PRECURSEUR"
"","170046","1829/12/06","5 h","4.5","C","PERTUIS D'ANTIOCHE","CHARENTES","REPLIQUE"
"","10023","1829/12/22","","4","I","BUGEY (BELLEY)","BRESSE ET JURA BRESSAN",""
"","1120340","1830/04/04","11 h 30 min","4.5","I","VALLEE DU RHIN (EGLISAU)","SUISSE",""
"","230042","1830/10/10","9 h 11 min","4.5","C","HAUTE-MARCHE (GUERET)","LIMOUSIN",""
"","1120072","1830/11/23","6 h","5.5","E","JURA SUISSE (LIESTAL ?)","SUISSE",""
"","1110220","1830/12/02","0 h 15 min","4.5","I","SCHWARZWALD (ST-BLASIEN)","ALLEMAGNE",""
"","880013","1831/01/29","22 h 30 min","5","B","HAUTES-VOSGES (REMIREMONT)","VOSGES",""
"","1150123","1831/03/02","20 h","5","C","KENT (DEAL-DOVER)","GRANDE-BRETAGNE",""
"","450004","1831/04/29","17 h 30 min","5","B","FORET D'ORLEANS (FAY-AUX-LOGES)","ORLEANAIS-BLESOIS-PAYS CHARTRAIN",""
"","1130012","1831/05/26","11 h 30 min","8","B","RIVIERA DI PONENTE (BUSSANA)","ITALIE",""
"","1130517","1831/05/28","12 h 45 min","6","C","RIVIERA DI PONENTE (BUSSANA)","ITALIE","REPLIQUE"
"","250005","1831/08/27","0 h 5 min","5","I","AVANT-PAYS JURASSIEN (BESANCON)","FRANCHE-COMTE","GROUPE DE SECOUSSES D UN ESSAIM"
"","1120346","1831/11/20","21 h 42 min","4.5","C","JURA SUISSE (LE LOCLE)","SUISSE",""
"","1150078","1832/07/29","20 h 30 min","4","B","JERSEY","ILES ANGLO-NORMANDES",""
"","860010","1832/08/28","4 h","4","I","PLAINES DU HAUT-POITOU (POITIERS)","POITOU",""
"","850007","1833/02/05","5 h","5","I","ILE DE NOIRMOUTIER","PAYS NANTAIS ET VENDEEN",""
"","740020","1833/05/13","2 h","3","I","AVANT-PAYS SAVOYARD (ANNECY)","ALPES SAVOYARDES",""
"","1150083","1833/09/18","10 h","6","C","SUSSEX (CHICHESTER)","GRANDE-BRETAGNE",""
"","630024","1833/10/09","13 h 15 min","6","B","LIMAGNE (ISSOIRE)","AUVERGNE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","630025","1833/10/10","","3.5","I","LIMAGNE (ISSOIRE)","AUVERGNE","GROUPE DE SECOUSSES D UN ESSAIM"
"","630093","1833/10/15","23 h 55 min","4","B","LIMAGNE (ISSOIRE)","AUVERGNE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","630028","1833/10/18","8 h 40 min","7","B","CEZALLIER (BLESLE)","AUVERGNE",""
"","1150084","1833/11/13","3 h 40 min","5.5","C","SUSSEX (CHICHESTER)","GRANDE-BRETAGNE",""
"","1150085","1834/01/23","","5","I","SUSSEX (CHICHESTER)","GRANDE-BRETAGNE",""
"","290007","1834/07/14","","4","I","PAYS DE BREST (BREST)","BRETAGNE",""
"","1150086","1834/08/27","22 h 30 min","6","B","SUSSEX (CHICHESTER)","GRANDE-BRETAGNE",""
"","650067","1834/12/18","8 h 30 min","4","I","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","300025","1835/01/03","15 h 30 min","4.5","B","COTES DU RHONE (LA ROQUE-SUR-CEZE)","CEVENNES",""
"","840040","1835/03/07","6 h","6","C","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)","VAUCLUSE",""
"","1130518","1835/05/23","9 h 30 min","6.5","I","PIEMONT (CUNEO)","ITALIE",""
"","1120329","1835/07/31","22 h","4","I","ZURICH (EGLISAU)","SUISSE",""
"","1150103","1835/08/03","23 h","5","C","SUSSEX (CHICHESTER)","GRANDE-BRETAGNE",""
"","170047","1835/09/14","16 h 30 min","6","E","BRANDES DU HAUT-POITOU (SAUZE-VAUSSAIS ?)","POITOU",""
"","760035","1835/09/15","6 h","4","B","PAYS DE CAUX (VEULES)","NORMANDIE",""
"","310011","1835/10/28","3 h 45 min","6.5","E","BIGORRE (GEDRE)","PYRENEES CENTRALES",""
"","1120328","1835/10/29","3 h 47 min","6","C","THURGOVIE (ST-GALL)","SUISSE",""
"","790023","1836/05/13","5 h 3 min","5.5","E","GATINE (E. COULONGES-SUR-L'AUTIZE)","POITOU",""
"","300004","1836/09/16","12 h 45 min","5","C","COSTIERE (VAUVERT)","CEVENNES",""
"","1120073","1836/11/05","7 h","6","C","JURA SUISSE (BALE)","SUISSE",""
"","1120005","1837/01/24","2 h","7","C","VALAIS (BRIG)","SUISSE","GROUPE DE SECOUSSES D UN ESSAIM"
"","380020","1837/01/29","1 h 50 min","4.5","I","BELLEDONNE (VIZILLE)","DAUPHINE",""
"","1100051","1837/02/24","5 h 15 min","4","I","FLANDRES (GAND)","BELGIQUE",""
"","180007","1837/05","","5","C","VAL DE GERMIGNY (ST-AMAND-MONTROND)","BERRY",""
"","1110215","1837/09/04","14 h 15 min","5","C","VALLEE DU RHIN (BREISACH)","ALLEMAGNE",""
"","1110227","1837/09/04","14 h","3.5","I","VALLEE DU RHIN (BREISACH)","ALLEMAGNE","PRECURSEUR"
"","140013","1837/10/11","19 h 30 min","4","C","PLAINE DE CAEN (BOURGUEBUS)","NORMANDIE",""
"","680044","1837/10/30","22 h 45 min","4.5","E","PLAINE DE HAUTE-ALSACE (N-E. MULHOUSE)","ALSACE","PRECURSEUR"
"","680045","1837/11/12","22 h","5","C","PLAINE DE HAUTE-ALSACE (N-E. MULHOUSE)","ALSACE",""
"","90007","1837/12/11","3 h 7 min","4","B","RAZES (CHALABRE)","LANGUEDOC",""
"","230001","1838/01/23","4 h","4.5","B","HAUTE-MARCHE (CHAMBON-SUR-VOUEIZE)","LIMOUSIN",""
"","660030","1838/02/19","18 h","5.5","B","FENOUILLEDES (ST-PAUL-DE-FENOUILLET)","PYRENEES ORIENTALES",""
"","380021","1838/05/22","7 h","6.5","I","VERCORS (MEAUDRE)","DAUPHINE","GROUPE DE SECOUSSES D UN ESSAIM"
"","650068","1838/09/24","1 h 45 min","4","I","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",""
"","170048","1838/12/21","20 h","5","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","1150105","1839/01/21","","3","I","ISLES OF SCILLY","GRANDE-BRETAGNE",""
"","630030","1839/02/10","20 h 30 min","5.5","C","LIMAGNE (AIGUEPERSE)","AUVERGNE",""
"","730018","1839/02/27","15 h 30 min","5","I","MAURIENNE (ST-JEAN-DE-MAURIENNE)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM"
"","730031","1839/03/26","15 h 50 min","5.5","C","MAURIENNE (ST-JEAN-DE-MAURIENNE)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM"
"","380023","1839/04/03","18 h 30 min","6","B","GRESIVAUDAN (DOMENE)","DAUPHINE",""
"","740024","1839/08/11","20 h","7","C","AVANT-PAYS SAVOYARD (ANNECY)","ALPES SAVOYARDES",""
"","650069","1840/01/05","23 h 45 min","7","E","HAUT-COMMINGES ?","PYRENEES CENTRALES",""
"","440025","1840/03/22","15 h 30 min","5","E","PAYS DE REDON (REDON)","BRETAGNE",""
"","370012","1840/06/08","21 h 45 min","5","E","LOUDUNOIS ?","POITOU",""
"","840044","1840/09/02","20 h 20 min","5.5","C","COTES DU RHONE (ROQUEMAURE)","CEVENNES",""
"","300007","1840/11/09","7 h","4.5","C","GARRIGUES (BARJAC)","CEVENNES",""
"","490046","1841/04/03","13 h","4","I","VALLEE DU LOIR (SEICHES)","ANJOU",""
"","1120345","1841/06/21","23 h","4.5","C","JURA SUISSE (BUSSERACH)","SUISSE",""
"","360005","1841/06/29","10 h 5 min","3","I","BRENNE (CHATILLON-SUR-INDRE)","BERRY","PRECURSEUR"
"","360006","1841/06/30","11 h 15 min","4","B","BRENNE (CHATILLON-SUR-INDRE)","BERRY","GROUPE DE SECOUSSES D UN ESSAIM"
"","360009","1841/07/05","3 h 30 min","4","C","BRENNE (CHATILLON-SUR-INDRE)","BERRY","REPLIQUE"
"","360008","1841/07/05","0 h 30 min","7","A","BRENNE (CHATILLON-SUR-INDRE)","BERRY","GROUPE DE SECOUSSES D UN ESSAIM"
"","730081","1841/12/02","19 h 53 min","6.5","C","ALBANAIS (RUMILLY)","ALPES SAVOYARDES",""
"","730082","1841/12/09","23 h 32 min","5","C","BUGEY (ARTEMARE)","BRESSE ET JURA BRESSAN",""
"","1150130","1842/02/17","8 h 40 min","5","B","CORNWALL (FALMOUTH)","GRANDE-BRETAGNE",""
"","380107","1842/04/27","13 h","3.5","I","GRESIVAUDAN (GRENOBLE)","DAUPHINE",""
"","220008","1842/09/29","","3","I","PAYS DINANNAIS (DINAN)","BRETAGNE",""
"","1120341","1842/11/21","","4.5","C","JURA SUISSE (NEUCHATEL)","SUISSE",""
"","1150015","1843/03/10","1 h","4","C","JERSEY-GUERNSEY","ILES ANGLO-NORMANDES",""
"","1120074","1843/03/25","7 h 10 min","4.5","C","JURA SUISSE (BALE)","SUISSE",""
"","650070","1843/03/31","20 h 30 min","6","I","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","1100052","1843/04/06","5 h 45 min","6.5","B","LIMBOURG (EINDHOVEN)","PAYS-BAS",""
"","80002","1843/04/08","","4","B","VALLEE DU CHIERS (OLIZY)","ARDENNE",""
"","690006","1843/04/20","","4.5","B","LYONNAIS (COLLONGES)","FOREZ-LYONNAIS",""
"","640215","1843/06/28","21 h 27 min","5.5","C","PAYS BASQUE (TARDETS-SORHOLUS)","PYRENEES OCCIDENTALES",""
"","440027","1843/07/28","4 h 15 min","4","I","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",""
"","250006","1843/09/06","9 h 28 min","5","I","VALLEE DU DOUBS (SOULCE)","FRANCHE-COMTE",""
"","350018","1843/10/05","9 h","5","C","BASSIN DE RENNES (CHATEAUGIRON)","BRETAGNE",""
"","350019","1843/10/06","9 h 30 min","4","C","BASSIN DE RENNES (CHATEAUGIRON)","BRETAGNE","REPLIQUE"
"","380106","1843/12/09","13 h","4","I","BAS-PLATEAUX DAUPHINOIS (VIENNE)","DAUPHINE",""
"","1150016","1843/12/22","15 h 53 min","6","B","GUERNSEY","ILES ANGLO-NORMANDES",""
"","630037","1844/01/01","10 h","4","C","MONTS-DORE (CHAMBON-SUR-LAC)","AUVERGNE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","630039","1844/01/03","23 h","5.5","C","MONTS-DORE (CHAMBON-SUR-LAC)","AUVERGNE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","40035","1844/02/24","2 h 10 min","4","I","UBAYE (BARCELONNETTE)","ALPES PROVENCALES","GROUPE DE SECOUSSES D UN ESSAIM"
"","860012","1844/06/03","22 h 45 min","4","I","PLAINES DU HAUT-POITOU (POITIERS)","POITOU",""
"","1130521","1844/10/13","4 h 15 min","4.5","I","PIEMONT (CUNEO)","ITALIE",""
"","740028","1844/12/10","1 h","5","C","CHAUTAGNE ?","ALPES SAVOYARDES",""
"","640218","1844/12/11","5 h 45 min","5","C","OSSAU (LARUNS)","PYRENEES OCCIDENTALES",""
"","350020","1845/01/15","20 h 30 min","3.5","I","PAYS MALOUIN (ST-MALO)","BRETAGNE",""
"","560063","1845/03/25","11 h","5","C","PAYS DE LA VILAINE (PEAULE-QUESTEMBERT)","BRETAGNE",""
"","170049","1845/05/14","20 h 15 min","4","I","AUNIS (LA ROCHELLE)","CHARENTES",""
"","760037","1845/07/25","19 h 30 min","4","B","PAYS DE CAUX (YVETOT)","NORMANDIE",""
"","1110094","1846/07/29","21 h 25 min","7","B","TAUNUS (ST-GOAR)","ALLEMAGNE",""
"","1120039","1846/08/17","7 h 40 min","6.5","B","PLATEAU SUISSE (YVERDON)","SUISSE",""
"","1120316","1846/08/17","2 h","3","C","PLATEAU SUISSE (YVERDON)","SUISSE","PRECURSEUR"
"","1120317","1846/08/17","6 h 55 min","5","C","PLATEAU SUISSE (YVERDON)","SUISSE","PRECURSEUR"
"","1120320","1846/08/18","2 h 20 min","4.5","I","PLATEAU SUISSE (YVERDON)","SUISSE","REPLIQUE"
"","860013","1846/11/14","12 h 35 min","5.5","B","CHATELLERAUDAIS (LES ORMES)","POITOU",""
"","130052","1846/12/12","10 h 15 min","6","C","BASSE-PROVENCE (GEMENOS)","PROVENCE","GROUPE DE SECOUSSES D UN ESSAIM"
"","740029","1847/03/05","23 h 22 min","4","I","AVANT-PAYS SAVOYARD (ANNECY)","ALPES SAVOYARDES",""
"","760040","1847/07/10","22 h 50 min","6","A","PAYS DE CAUX (FECAMP)","NORMANDIE","GROUPE DE SECOUSSES D UN ESSAIM"
"","130137","1847/07/19","14 h","3","I","BASSIN D'AIX-EN-PROVENCE (AIX-EN-PROVENCE)","PROVENCE",""
"","390006","1847/10/13","1 h 20 min","5.5","C","PREALPES FRIBOURGEOISES (LUCENS)","SUISSE",""
"","360012","1847/10/14","21 h","5","C","BRENNE (ST-GAULTIER)","BERRY",""
"","240001","1847/10/15","7 h 52 min","5.5","B","VALLEE DE LA DORDOGNE (SIORAC)","GUYENNE",""
"","260053","1847/11/30","6 h 30 min","5.5","B","PLAINE DE VALENCE (ROMANS-SUR-ISERE)","DAUPHINE",""
"","220009","1847/12/09","2 h","4","B","PAYS DINANNAIS (DINAN)","BRETAGNE",""
"","390007","1848/05/16","5 h","5.5","B","PLATEAUX JURASSIENS (NOZEROY)","FRANCHE-COMTE",""
"","650071","1848/09/11","","5","I","BIGORRE (BAGNERES-DE-BIGORRE)","PYRENEES CENTRALES",""
"","1100054","1848/10/19","7 h","6","E","ZUID BEVELAND (VLISSINGEN)","PAYS-BAS",""
"","530001","1848/11/13","17 h 30 min","5","B","BASSIN DE LAVAL (GESNES)","MAINE",""
"","760041","1848/12/30","18 h 30 min","6","C","ESTUAIRE DE LA SEINE (ST-VIGOR-D'YMONVILLE)","NORMANDIE","GROUPE DE SECOUSSES D UN ESSAIM"
"","390008","1849/02/03","11 h","5","B","PLATEAUX JURASSIENS (LONS-LE-SAUNIER)","FRANCHE-COMTE",""
"","290008","1849/05/26","22 h","5","C","PAYS DE BREST (BREST)","BRETAGNE","GROUPE DE SECOUSSES D UN ESSAIM"
"","1130013","1849/06/17","23 h 55 min","5","C","PIEMONT (LIMONE PIEMONTE)","ITALIE",""
"","380025","1849/08/03","22 h 25 min","5.5","C","VERCORS (LA MOTTE-D'AVEILLANS)","DAUPHINE",""
"","730091","1849/10/01","0 h 30 min","6","C","MAURIENNE (BONVILLARD)","ALPES SAVOYARDES",""
"","140015","1849/11/12","4 h 40 min","5","B","PLAINE DE CAEN (CAEN)","NORMANDIE",""
"","290009","1849/11/17","4 h 40 min","5","I","PAYS DE BREST (BREST)","BRETAGNE",""
"","1110188","1850/06/10","7 h 50 min","5","I","VALLEE DU RHIN (BREISACH)","ALLEMAGNE",""
"","840120","1850/09/01","3 h","5","I","COMTAT (CARPENTRAS)","VAUCLUSE",""
"","650072","1850/11/17","16 h","7","B","BIGORRE (ST-PE-DE-BIGORRE)","PYRENEES CENTRALES",""
"","380027","1851/01/07","23 h 30 min","5","C","GRESIVAUDAN (GRENOBLE)","DAUPHINE",""
"","220010","1851/03/12","2 h","4","I","PENTHIEVRE (ST-BRIEUC)","BRETAGNE",""
"","880014","1851/07/12","15 h 40 min 50 sec","5","B","HAUTES-VOSGES (REMIREMONT)","VOSGES",""
"","1120006","1851/08/24","2 h","7","E","OBERLAND (S-W. THUN ?)","SUISSE","GROUPE DE SECOUSSES D UN ESSAIM"
"","290010","1851/10/13","21 h","5","C","CORNOUAILLE (AUDIERNE)","BRETAGNE",""
"","1130395","1851/10/13","12 h","5","C","RIVIERA DI PONENTE (SAN REMO)","ITALIE",""
"","640228","1851/10/22","4 h 48 min","5","B","BEARN (GAN)","PYRENEES OCCIDENTALES",""
"","640229","1851/10/22","6 h","3","I","BEARN (GAN)","PYRENEES OCCIDENTALES","REPLIQUE"
"","490047","1851/12/03","23 h","3","I","SAUMUROIS (SAUMUR)","ANJOU",""
"","1120226","1851/12/13","5 h 45 min","5","C","BAS-VALAIS (BEX)","SUISSE",""
"","330019","1852/01/25","2 h","3","I","ENTRE-DEUX-MERS, BORDELAIS","GUYENNE","PRECURSEUR"
"","1140086","1852/01/25","10 h 20 min","6","C","CATALOGNE (S.JUAN.ABADESSAS)","ESPAGNE",""
"","330013","1852/01/26","2 h 16 min","6","A","ENTRE-DEUX-MERS, BORDELAIS","GUYENNE",""
"","650079","1852/02/22","5 h","7","E","RIBAGORZA ?","ESPAGNE",""
"","440071","1852/04/09","","4.5","I","PAYS DE NANTES (NANTES)","PAYS NANTAIS ET VENDEEN",""
"","850009","1852/05/26","0 h 30 min","5","I","BOCAGE VENDEEN (LA ROCHE-SUR-YON)","PAYS NANTAIS ET VENDEEN",""
"","1150042","1852/08/12","7 h 40 min","5.5","C","CORNWALL (LISKEARD)","GRANDE-BRETAGNE",""
"","880015","1852/10/25","","4","I","HAUTES-VOSGES (EPINAL)","VOSGES",""
"","260054","1852/11/20","3 h","4.5","C","TRICASTIN (DIEULEFIT)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","260056","1852/11/22","13 h","6.5","I","TRICASTIN (DIEULEFIT)","DAUPHINE","SECOUSSE INDIVIDUALISEE D UN ESSAIM"
"","530003","1852/12/14","6 h 40 min","5","C","CRAONNAIS ET SEGREEN","ANJOU",""
"","330023","1852/12/21","21 h 45 min","4.5","C","ENTRE-DEUX-MERS, BORDELAIS","GUYENNE",""
"","840047","1852/12/25","22 h","5","I","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)","VAUCLUSE","PRECURSEUR"
"","840048","1852/12/26","2 h","5.5","I","BASSE-DURANCE (BEAUMONT-DE-PERTUIS)","VAUCLUSE",""
"","140016","1853/01/06","5 h","5","C","MAYENNAIS ?","MAINE",""
"","1140023","1853/01/06","6 h 55 min","5.5","C","CATALOGNE (SORT)","ESPAGNE",""
"","500023","1853/04/01","22 h 45 min","6.5","C","BOCAGE NORMAND (COUTANCES)","NORMANDIE",""
"","640233","1853/07/11","1 h 24 min","5","C","PAYS BASQUE (ST-JEAN-DE-LUZ)","PYRENEES OCCIDENTALES",""
"","1120136","1853/08/11","11 h 16 min","6.5","C","JURA SUISSE (SOLOTHURN)","SUISSE",""
"","1120228","1853/12/04","22 h","5","I","BAS-VALAIS (MONTHEY)","SUISSE",""
"","440029","1853/12/21","19 h 3 min","5.5","E","COTE VENDEENNE (W. LES SABLES D'OLONNE)","PAYS NANTAIS ET VENDEEN",""
"","560006","1854/02/03","7 h 15 min","4.5","C","VANNETAIS (AURAY ?)","BRETAGNE",""
"","1140052","1854/03/19","22 h 30 min","6","C","NAVARRE (TOLOSA)","ESPAGNE",""
"","630041","1854/04/30","23 h","5","C","COMBRAILLE (N-E. MONTAIGUT)","AUVERGNE",""
"","650087","1854/07/20","2 h 45 min","7.5","A","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES",""
"","650092","1854/07/20","23 h 15 min","5.5","E","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES","REPLIQUE"
"","650093","1854/07/21","3 h","4.5","E","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES","REPLIQUE"
"","870016","1854/07/31","21 h","4.5","C","PLATEAU DU LIMOUSIN (S. BOISSEUIL ?)","LIMOUSIN",""
"","650097","1854/11/19","6 h","4","C","LAVEDAN (ARGELES-GAZOST)","PYRENEES CENTRALES","REPLIQUE"
"","1130016","1854/12/29","3 h 10 min","7.5","C","RIVIERA DI PONENTE (SAN REMO)","ITALIE",""
"","1130493","1854/12/29","1 h","4.5","I","RIVIERA DI PONENTE (SAN REMO)","ITALIE","PRECURSEUR"
"","1130017","1855/01/05","7 h","2.5","I","RIVIERA DI PONENTE (SAN REMO)","ITALIE","REPLIQUE"
"","1130018","1855/01/05","8 h 30 min","2.5","I","RIVIERA DI PONENTE (SAN REMO)","ITALIE","REPLIQUE"
"","650098","1855/01/22","18 h","5","I","LAVEDAN (CAUTERETS)","PYRENEES CENTRALES",""
"","1130020","1855/02/05","14 h 15 min","4","C","MEDITERRANEE (S-W NICE ?)","ALPES MARITIMES",""
"","730098","1855/02/13","10 h 27 min","6","C","TARENTAISE (MOUTIERS)","ALPES SAVOYARDES","GROUPE DE SECOUSSES D UN ESSAIM"
"","570024","1855/03/12","16 h 15 min","5","I","BASSIN SARROIS (ALBESTROFF)","LORRAINE",""
"","210016","1855/03/13","22 h 50 min","4","I","PLAINE DE HAUTE-BOURGOGNE (FONTAINE-FRANC.)","BOURGOGNE",""
"","300008","1855/05/12","22 h 20 min","5","E","COSTIERE (ST-GENIES-DE-COMOLAS)","CEVENNES",""
"","1150041","1855/05/30","15 h","5","I","CORNWALL (PENZANCE)","GRANDE-BRETAGNE",""
"","1120008","1855/07/25","12 h 50 min","9","A","VALAIS (VISP)","SUISSE",""
"","440030","1855/07/25","23 h 55 min","3","I","ESTUAIRE DE LA LOIRE (PAIMBOEUF)","PAYS NANTAIS ET VENDEEN",""
"","1120009","1855/07/26","10 h","8","B","VALAIS (VISP)","SUISSE","REPLIQUE"
"","1120010","1855/07/26","14 h","7.5","E","VALAIS (VISP)","SUISSE","REPLIQUE"
"","1120230","1855/07/28","10 h 53 min","7","C","VALAIS (VISP)","SUISSE","REPLIQUE"
"","760043","1855/08/19","6 h","4","B","ESTUAIRE DE LA SEINE (LE HAVRE)","NORMANDIE",""
"","370013","1855/09/13","0 h 30 min","5","C","PLATEAU DE SAINTE-MAURE (TAUXIGNY)","TOURAINE",""
"","1120100","1855/09/28","8 h 40 min","4","I","JURA SUISSE (NEUCHATEL)","SUISSE","PRECURSEUR"
"","40037","1855/11/23","15 h 15 min","7","I","HAUT-VERDON (CASTELLANE)","ALPES PROVENCALES","PRECURSEUR"
"","310014","1855/12/05","18 h 48 min","7","B","HAUT-COMMINGES (NESTE-D'OUEIL)","PYRENEES CENTRALES",""
"","40039","1855/12/12","20 h 40 min","8","B","HAUT-VERDON (CHASTEUIL)","ALPES PROVENCALES",""
"","40196","1855/12/12","21 h 50 min","6","E","HAUT-VERDON (CHASTEUIL)","ALPES PROVENCALES","REPLIQUE"
"","1120132","1856/02/01","9 h 20 min","6","C","JURA SUISSE (SOLOTHURN ?)","SUISSE",""
"","170053","1856/11/26","22 h 30 min","4","I","SAINTONGE (SAINTES)","CHARENTES",""
"","260195","1856/12/27","1 h 30 min","6","B","VERCORS (CHATEAUDOUBLE)","DAUPHINE",""
"","590008","1857/01/24","7 h 3 min","5","A","CAMBRESIS (RUMILLY)","FLANDRE-ARTOIS",""
"","690007","1857/01/25","9 h 15 min","5","B","DOMBES (MIRIBEL)","BRESSE ET JURA BRESSAN",""
"","170054","1857/02/01","22 h","4","B","AUNIS (LA ROCHELLE)","CHARENTES",""
"","250008","1857/02/14","4 h 45 min","5","A","PAYS DE MONTBELIARD","FRANCHE-COMTE",""
"","630043","1857/06/16","11 h 28 min","5.5","B","MONTS-DORE (E. PONTGIBAUD)","AUVERGNE",""
"","630044","1857/06/16","11 h 40 min","4","C","MONTS-DORE (E. PONTGIBAUD)","AUVERGNE","REPLIQUE"
"","630042","1857/06/16","2 h 20 min","6","E","HAUTE-MARCHE (S. AUBUSSON ?)","LIMOUSIN",""
"","130138","1857/06/22","5 h","3.5","I","BASSE-PROVENCE (MARSEILLE)","PROVENCE",""
"","1120127","1858/02/05","4 h 30 min","6","E","VALAIS (VISP)","SUISSE",""
"","1130370","1858/03/04","23 h 28 min","4","I","PIEMONT (PINEROLO)","ITALIE",""
"","1110189","1858/05/24","19 h","6","B","TAUNUS (MAYENCE)","ALLEMAGNE",""
"","900006","1858/06/17","10 h","4.5","B","TERRITOIRE DE BELFORT (BEAUCOURT)","FRANCHE-COMTE",""
"","200022","1858/08","","4.5","C","BALAGNE","CORSE",""
"","1130527","1858/08/06","2 h 30 min","5","C","RIVIERA DI PONENTE (ONEGLIA)","ITALIE",""
"","1130397","1858/08/30","15 h 30 min","6","C","PIEMONT (DEMONTE)","ITALIE",""
"","880016","1858/09","17 h","3.5","C","HAUTES-VOSGES (REMIREMONT)","VOSGES",""
"","880017","1858/10/16","14 h","5","C","HAUTES-VOSGES (REMIREMONT)","VOSGES",""
"","640238","1858/11/29","13 h","6.5","B","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES",""
"","640240","1858/12/14","2 h","5","I","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES","REPLIQUE"
"","840051","1858/12/17","8 h 30 min","6","I","BASSE-DURANCE (MIRABEAU)","VAUCLUSE",""
"","490050","1859/02/14","18 h 30 min","4","C","SAUMUROIS (SAUMUR)","ANJOU",""
"","640248","1859/03/05","10 h 45 min","5","I","PAYS BASQUE (ST-JEAN-LE-VIEUX)","PYRENEES OCCIDENTALES","REPLIQUE"
"","880018","1859/04/06","22 h 45 min","5","E","HAUTES-VOSGES (W. PLOMBIERES)","VOSGES",""
"","430013","1859/05/13","20 h 15 min","5","C","VELAY (MONISTROL-SUR-LOIRE)","AUVERGNE","GROUPE DE SECOUSSES D UN ESSAIM"
"","840083","1859/07/02","3 h","4","I","BASSE-DURANCE (MIRABEAU)","VAUCLUSE",""
"","690008","1859/10/25","23 h","4","I","COTE BEAUJOLAISE (VILLEFRANCHE/SAONE)","FOREZ-LYONNAIS","GROUPE DE SECOUSSES D UN ESSAIM"
"","640461","1860/01/30","2 h 45 min","5","C","PAYS BASQUE (ST-JEAN-PIED-DE-PORT)","PYRENEES OCCIDENTALES",""
"","560008","1860/03/24","4 h","5","B","ILE DE BELLE-ILE","BRETAGNE",""
"","1150124","1860/09/03","15 h 6 min","5","C","KENT (SEVENOAKS)","GRANDE-BRETAGNE",""
"","150016","1861/02/25","14 h","4.5","I","MARGERIDE (SOULAGES)","AUVERGNE",""
"","520011","1861/04/11","23 h","2","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520013","1861/04/12","5 h 15 min","3","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520012","1861/04/12","3 h 10 min","5","C","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520014","1861/04/14","1 h 27 min","4","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520015","1861/04/15","5 h 30 min","2","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520018","1861/04/15","20 h 30 min","2","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520017","1861/04/15","18 h","2","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520016","1861/04/15","13 h 20 min","4","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520019","1861/04/16","5 h 15 min","4","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE","PRECURSEUR"
"","520021","1861/04/20","17 h 45 min","5","I","PLATEAU DE HAUTE-SAONE (BOURBONNE-LES-BAINS)","CHAMPAGNE",""
